Symbol	Description
WIZZ	Wizz Air Holdings Plc
WKOF	Weiss Korea Opportunity
WKP	Workspace Group Plc
WKP1	Workspace Group Plc
WLDD	Lyxor International Asse
WLDL	Lyxor International Asse
WLDR	Multi Units Luxembourg
WLDU	Lyxor International Asse
WLFE	Wolf Minerals Limited
WMH	William Hill Plc
WOOD	Ishares II Plc
WOR	World Careers Network Plc
WOS	Wolseley Plc
WOSC	SSGA SPDR ETFS Europe II
WPC	Witan Pacific Investment Trust Plc
WPCT	Woodford Patient Capital
WPG	Worldpay Group Plc
WPHO	Windar Photonics Plc
WPP	Wpp Plc
WRES	W Resources Plc
WRL	Wentworth Resources Limited
WSBN	Wishbone Gold Plc
WSG	Westminster Group Plc
WSP	Wynnstay Properties Plc
WTAN	Witan Investment Trust Plc
WTB	Whitbread Plc
WTE	Westmount Energy Limited
WTG	Watchstone Group Plc
WTI	Weatherly International Plc
WTID	Boost Issuer Public Limi
WTM	Waterman Group Plc
WTR	World Trust Fund
WUKD	Wisdomtree Issuer Plc
WWH	Worldwide Healthcare Trust Plc
WYG	Wyg Plc
WYN	Wynnstay Group Plc
X7PP	Source Markets Public Li
X7PS	Source Markets Public Li
XAHG	DB X-Trackers Dbx MSCI AC Asia
XAR	Xaar Plc
XASX	DB X-Trackers Dbx FTSE All-Shar
XAUS	DB X-Trackers Dbx S&P/Asx 200 E
XAXD	DB X-Trackers Dbx MSCI AC Asia
XAXJ	DB X-Trackers Dbx MSCI AC Asia
XBAG	DB X-Trackers II
XBAK	DB X-Trackers Dbx MSCI Pakistan
XBAN	DB X-Trackers Dbx MSCI Banglade
XBCU	DB X-Trackers Dbx Dblci - Oy BA
XBUI	DB X-Trackers II Dbx Iboxx UK G
XBUT	DB X-Trackers II Dbx Iboxx Gbp
XCAD	DB X-Trackers Dbx MSCI Canada E
XCH	Xchanging Plc
XCHA	DB X-Trackers Dbx Csi300 ETF
XCS2	DB X-Trackers II
XCS3	DB X-Trackers
XCS4	DB X-Trackers
XCS5	DB X-Trackers
XCS6	DB X-Trackers
XCSD	DB X-Trackers II Dbx Australian
XCT9	DB Etc Index Plc
XCX3	DB X-Trackers
XCX4	DB X-Trackers
XCX5	DB X-Trackers
XCX6	DB X-Trackers
XCXC	DB X-Trackers II
XD3E	DB X-Trackers
XD5D	DB X-Trackers
XD5E	DB X-Trackers
XD5F	DB X-Trackers
XD5S	DB X-Trackers
XD9U	Concept Fund Solutions P
XDBG	DB X-Trackers Dbx Dblci - Oy BA
XDDX	DB X-Trackers DB X-Trackers DAX
XDEB	Concept Fund Solutions P
XDEM	Concept Fund Solutions P
XDEQ	Concept Fund Solutions P
XDER	DB X-Trackers Dbx FTSE Epra/Nar
XDEV	Concept Fund Solutions P
XDEW	Concept Fund Solutions P
XDEX	Concept Fund Solutions P
XDGM	Concept Fund Solutions P
XDGU	Concept Fund Solutions Plc
XDJP	DB X-Trackers Dbxt Nikkei 225 D
XDN0	Concept Fund Solutions P
XDND	Concept Fund Solutions P
XDNG	Concept Fund Solutions P
XDNS	Concept Fund Solutions P
XDNU	Concept Fund Solutions P
XDNY	Concept Fund Solutions P
XDPG	Concept Fund Solutions P
XDTK	Concept Fund Solutions P
XDUK	DB X-Trackers Dbxt Ftse100 [Dir
XDUS	Concept Fund Solutions P
XDWD	Concept Fund Solutions P
XDWE	Concept Fund Solutions P
XECS	DB X-Trackers Dbx MSCI EM Consu
XEL	Xcite Energy Limited
XEM8	DB Etc Index Plc
XEMD	DB X-Trackers Dbx MSCI Emerging
XEMM	DB X-Trackers Dbx MSCI Emerging
XEO2	DB X-Trackers II
XEOU	DB X-Trackers
XESC	DB X-Trackers Dbx Euro Stoxx 50
XESG	DB X-Trackers Dbx MSCI Emerging
XESX	DB X-Trackers Dbx Euro Stoxx 50
XEUM	DB X-Trackers Dbx MSCI Europe M
XEUT	DB X-Trackers Dbx MSCI Emerging
XFEW	Concept Fund Solutions P
XFRM	ETFS Commodity Securitie
XFVT	DB X-Trackers Dbx FTSE Vietnam
XG5D	DB X-Trackers II
XG7C	DB X-Trackers II
XG7U	DB X-Trackers II
XGDD	DB X-Trackers Dbx Stoxx Global
XGID	DB X-Trackers Dbx S&P Gbl Infra
XGIG	DB X-Trackers II Dbx Global Inf
XGIU	DB X-Trackers II
XGLD	DB Etc Plc
XGLE	DB X-Trackers II Dbx Iboxx EUR
XGLF	Concept Fund Solutions P
XGLR	DB X-Trackers Dbx DB FTSE Epra/
XGLS	DB Etc Plc
XGSD	DB X-Trackers Dbx Stoxx Global
XGSG	DB X-Trackers II Dbx Global Sov
XHFD	DB X-Trackers Dbx DB Hedge Fund
XHFG	DB X-Trackers Dbx DB Hedge Fund
XHSD	DB X-Trackers Dbx Hsi Short Dai
XICL	Ftse/Xinhua Insurance Invest Idx
XIDD	DB X-Trackers Dbx MSCI Indonesi
XIMT	DB X-Trackers Dbx Islamic Marke
XIN0	FTSE Xinhua China 25
XIN0CN	FTSE China 50 Net Tax CA
XIN0N	FTSE Xinhua China 50
XIN0U	Ftse/Xinhua China 25 Ind
XIN0UL2X	FTSE China 50 2X Daily Leveraged Index
XIN0UL3X	FTSE China 50 3X Daily Leveraged Index
XIN0UN	FTSE Xinhua China 50
XIN0US1X	FTSE China 50 2X Daily Short Index
XIN0US2X	FTSE China 50 Daily Short Index
XIN0US3X	FTSE China 50 3X Daily Short Index
XIN1	FTSE Xinhua B 35 Index
XIN2	FTSE Xinhua B All-Share
XIN3	FTSE Xinhua A 200 Index
XIN4	FTSE Xinhua A 600 Index
XIN40001	FTSE Xin600 Oil & Gas
XIN40530	FTSE Xin600 Oil & Gas Pr
XIN40570	FTSE Xin600 Oil Equip. S
XIN40580	FTSE Xinhua A600 Index A
XIN41000	FTSE Xin600 Basic Materi
XIN41350	FTSE Xin600 Chemicals
XIN41730	FTSE Xin600 Forestry & P
XIN41750	FTSE Xin600 Industrial M
XIN41770	FTSE Xin600 Mining
XIN42000	FTSE Xin600 Industrials
XIN42350	FTSE Xin600 Construction
XIN42710	FTSE Xin600 Aerospace &
XIN42720	FTSE Xin600 General Indu
XIN42730	FTSE Xin600 Electronic&E
XIN42750	FTSE Xin600 Industrial E
XIN42770	FTSE Xin600 Industrial T
XIN42790	FTSE Xin600 Support Serv
XIN43000	FTSE Xin600 Consumer Goo
XIN43350	FTSE Xin600 Automobiles
XIN43530	FTSE Xin600 Beverages
XIN43570	FTSE Xin600 Food Produce
XIN43720	FTSE Xin600 Household Go
XIN43740	FTSE Xin600 Leisure Good
XIN43760	FTSE Xin600 Personal Goo
XIN44000	FTSE Xin600 Health Care
XIN44570	FTSE Xin600 Pharmaceutic
XIN45000	FTSE Xin600 Consumer Ser
XIN45330	FTSE Xin600 Food & Drug
XIN45370	FTSE Xin600 General Reta
XIN45550	FTSE Xin600 Media
XIN45750	FTSE Xin600 Travel & Lei
XIN46000	FTSE Xin600 Telecommunic
XIN46570	FTSE Xin600 Mobile Telec
XIN47000	FTSE Xin600 Utilities
XIN47530	FTSE Xin600 Electricity
XIN47570	FTSE Xin600 Gas Water &
XIN48000	FTSE Xin600 Financials
XIN48350	FTSE Xin600 Banks
XIN48570	FTSE Xin600 Life Insuran
XIN48630	FTSE Xinhua A600 Index R
XIN48770	FTSE Xin600 General Fina
XIN49000	FTSE Xin600 Technology
XIN49530	FTSE Xin600 Software & C
XIN49570	FTSE Xin600 Technology H
XIN5	FTSE Xinhua A 400 Index
XIN6	FTSE Xinhua A Smallcap
XIN7	FTSE Xinhua A All-Share
XIN9	FTSE China A50 Index
XINA50N	FTSE China A50 Net Index
XINBV	Ftse/Xinhua Blueship Value 100 Idx
XINC	FTSE Xinhua China Index
XINH	Ftse/Xinhua H Share Index
XKS2	DB X-Trackers
XKSD	DB X-Trackers Dbx MSCI Korea Et
XLBP	Source Markets Public Li
XLBS	Source Markets Public Limited Company
XLDX	DB X-Trackers Dbx Levdax Daily
XLEP	Source Markets Public Li
XLES	Source Markets Public Limited Company
XLFQ	Source Markets Public Li
XLFS	Source Markets Public Limited Company
XLIP	Source Markets Public Li
XLIS	Source Markets Public Limited Company
XLKQ	Source Markets Public Li
XLKS	Source Markets Public Limited Company
XLM	Xlmedia Plc
XLPE	DB X-Trackers Dbx Lpx Mm Privat
XLPP	Source Markets Public Li
XLPS	Source Markets Public Limited Company
XLUP	Source Markets Public Li
XLUS	Source Markets Public Limited Company
XLVP	Source Markets Public Li
XLVS	Source Markets Public Limited Company
XLYP	Source Markets Public Li
XLYS	Source Markets Public Limited Company
XMAD	DB X-Trackers Dbx MSCI Emerging
XMAF	DB X-Trackers Dbx MSCI Efm Afri
XMAS	DB X-Trackers Dbx MSCI Emerging
XMAW	Concept Fund Solutions P
XMBD	DB X-Trackers Dbx MSCI Brazil E
XMBR	DB X-Trackers Dbx MSCI Brazil E
XMCX	DB X-Trackers Dbx FTSE 250 ETF
XMEC	DB X-Trackers Dbx MSCI EM Consu
XMED	DB X-Trackers Dbx MSCI Europe E
XMEE	DB X-Trackers Dbx MSCI EM Easte
XMEF	DB X-Trackers Dbx MSCI Emerging
XMEH	DB X-Trackers Dbx MSCI Emerging
XMEI	DB X-Trackers Dbx MSCI Emerging
XMEM	DB X-Trackers Dbx MSCI Emerging
XMEN	DB X-Trackers Dbx MSCI EM Telec
XMES	DB X-Trackers Dbx MSCI Mexico E
XMET	DB X-Trackers Dbx MSCI EM Infor
XMEU	DB X-Trackers Dbx MSCI Europe E
XMEX	DB X-Trackers Dbx MSCI Mexico E
XMEY	DB X-Trackers Dbx MSCI EM Energ
XMID	DB X-Trackers Dbx MSCI Indonesi
XMJD	DB X-Trackers Dbx MSCI Japan Et
XMJG	DB X-Trackers Dbx MSCI Japan Et
XMJP	DB X-Trackers Dbx MSCI Japan Et
XMLA	DB X-Trackers Dbx MSCI EM Latam
XMLD	DB X-Trackers Dbx MSCI EM Latam
XMMD	DB X-Trackers Dbx MSCI Emerging
XMRC	DB X-Trackers Dbx MSCI Russia 2
XMRD	DB X-Trackers Dbx MSCI Russia 2
XMTD	DB X-Trackers Dbx MSCI Taiwan E
XMTW	DB X-Trackers Dbx MSCI Taiwan E
XMUD	DB X-Trackers Dbx MSCI USA ETF
XMUJ	DB X-Trackers Dbxt MSCI Japan T
XMUS	DB X-Trackers Dbx MSCI USA ETF
XMWD	DB X-Trackers Dbx MSCI World Et
XMXD	DB X-Trackers Dbx MSCI Emerging
XNID	DB X-Trackers Dbx CNX Nifty Uci
XNIF	DB X-Trackers Dbx CNX Nifty Uci
XPAL	DB Etc Plc
XPHG	DB X-Trackers Dbx MSCI Philippi
XPHI	DB X-Trackers Dbx MSCI Philippi
XPLA	DB Etc Plc
XPP	Xp Power Limited
XPXD	DB X-Trackers Dbx MSCI Pacific
XPXJ	DB X-Trackers Dbx MSCI Pacific
XRH0	DB Etc Plc
XRMU	Concept Fund Solutions P
XRSG	Concept Fund Solutions P
XRSS	Concept Fund Solutions P
XRSU	Concept Fund Solutions P
XS2D	DB X-Trackers
XS3R	DB X-Trackers
XS6R	DB X-Trackers
XS7R	DB X-Trackers
XS7S	DB X-Trackers
XS8R	DB X-Trackers
XSD2	DB X-Trackers
XSDR	DB X-Trackers Dbx Stoxx Europe
XSDX	DB X-Trackers Dbx Shortdax Dail
XSER	DB X-Trackers Dbx Stoxx Europe
XSFD	DB X-Trackers Dbx S&P Select Fr
XSFR	DB X-Trackers Dbx S&P Select Fr
XSG	Xeros Technology Group P
XSGI	DB X-Trackers Dbx S&P Global In
XSIL	DB Etc Plc
XSIR	DB X-Trackers Dbx Stoxx Europe
XSKR	DB X-Trackers Dbx Stoxx Europe
XSNR	DB X-Trackers Dbx Stoxx Europe
XSPD	DB X-Trackers Dbx S&P 500 Inver
XSPR	DB X-Trackers Dbx Stoxx Europe
XSPS	DB X-Trackers Dbx S&P 500 Inver
XSPU	DB X-Trackers Dbx S&P 500 ETF $
XSPX	DB X-Trackers Dbx S&P 500 ETF
XSSX	DB X-Trackers Dbx Euro Stoxx 50
XSTR	DB X-Trackers II Dbx Sterling C
XSX6	DB X-Trackers
XT2D	DB X-Trackers
XTR	Xtract Energy Plc
XUGS	DB X-Trackers II Dbx UK Gilts S
XUIT	DB X-Trackers II Dbx USD Ig Inf
XUKS	DB X-Trackers Dbx FTSE 100 Shor
XUKX	DB X-Trackers Dbx FTSE 100 ETF
XUSD	DB X-Trackers Dbx US Dollar Cas
XUT3	DB X-Trackers II
XUTD	DB X-Trackers II Dbx Iboxx USD
XUTS	DB X-Trackers II Dbx US Treasur
XVTD	DB X-Trackers Dbx FTSE Vietnam
XWCD	DB X-Trackers Dbx MSCI World Co
XWED	DB X-Trackers Dbx MSCI World En
XWFD	DB X-Trackers Dbx MSCI World Fi
XWHD	DB X-Trackers Dbx MSCI World He
XWID	DB X-Trackers Dbx MSCI World In
XWLD	Concept Fund Solutions P
XWMD	DB X-Trackers Dbx MSCI World Ma
XWND	DB X-Trackers Dbx MSCI World In
XWSD	DB X-Trackers DB X-Trackers Msc
XWTD	DB X-Trackers
XWUT	DB X-Trackers DB X-Trackers Msc
XX25	DB X-Trackers
XX2D	DB X-Trackers
XXSC	DB X-Trackers MSCI Europe Small
YIEL	Multi Units France
YNGA	Young & Co's Brewery Plc [Aim]
YNGN	Young & Co's Brewery Plc [Aim]
YOLO	Yolo Leisure and Technol
YOU	Yougov Plc
ZAM	Zambeef Products Plc
ZC1G	BMO Ucits ETF Icav
ZC3G	BMO Ucits ETF Icav
ZC7G	BMO Ucits ETF Icav
ZEG	Zegona Communications Pl
ZHYG	BMO Ucits ETF Icav
ZIEG	BMO Ucits ETF Icav
ZILE	BMO Ucits ETF Icav
ZILK	BMO Ucits ETF Icav
ZILS	BMO Ucits ETF Icav
ZINC	ETFS Commodity Securities Limited
ZIOC	Zanaga Iron Ore Company Limited
ZISG	BMO Ucits ETF Icav
ZMNO	Zamano Plc
ZOL	Zoltav Resources Inc
ZOO	Zoo Digital Group Plc
ZOX	Zincox Resources Plc
ZPLA	Zoopla Property Group Pl
ZTF	Zotefoams Plc
ZYT	Zytronic Plc
ZZZ	Snoozebox Holdings Plc
